-5.699,54.766
-5.977,54.666
-6.206,54.894
-6.764,54.510
-7.345,54.991
-5.940,54.568
-5.923,54.570
-6.033,54.513
-6.653,54.348
-6.231,54.483
-5.956,54.596
-6.666,54.546
-5.844,54.864
-5.808,54.717
-6.342,54.173
-7.466,54.820
-6.520,54.809
-5.956,54.596
-6.239,54.404
-6.362,54.439
-6.365,54.378
-5.930,54.599
-6.478,55.124
-5.787,54.731
-5.829,54.730
-6.750,54.647
-6.725,54.514
-6.036,54.509
-5.688,54.594
-5.864,54.695
-5.930,54.585
-6.353,54.182
-6.311,54.462
-6.321,54.749
-5.976,54.578
-6.943,55.053
-5.943,54.590
-5.907,54.591
-5.962,54.608
-6.762,54.643
-6.020,54.564
-5.862,54.610
-5.899,54.592
-5.937,54.613
-7.322,54.999
-6.319,54.750
-6.330,54.179
-6.066,54.517
-6.755,54.485
-7.347,54.997
-5.672,54.653
-6.639,54.253
-7.318,55.011
-6.288,54.349
-5.935,54.588
-7.330,55.027
-6.040,54.557
-5.929,54.599
-6.371,54.445
-6.305,54.749
-6.255,54.101
-6.706,54.248
-6.932,55.043
-7.269,54.511
-6.713,54.548
-5.667,54.599
-6.653,55.204
-6.699,54.539
-5.939,54.626
-7.317,54.377
-6.276,54.849
-6.025,54.065
-6.335,54.451
-6.637,55.196
-6.033,54.510
-7.320,54.997
-5.912,54.680
-6.300,54.462
-5.946,54.687
-5.924,54.631
-6.256,55.200
-6.652,55.204
-5.986,54.558
-5.990,54.573
-6.275,54.860
-7.309,54.994
-6.021,54.064
-6.190,54.505
-6.344,54.160
-6.522,55.202
-5.938,54.584
-6.014,54.744
-5.939,54.626
-5.708,54.592
-6.090,54.513
-6.007,54.678
-6.662,55.121
-6.669,55.136
-5.937,54.616
-5.708,54.315
-6.441,54.422
-6.611,54.753
-7.358,54.183
-5.688,54.593
-5.927,54.585
-5.955,54.590
-5.920,54.586
-6.932,55.043
-6.401,54.442
-7.634,54.471
-6.699,54.539
-6.695,54.541
-6.204,54.724
-7.361,54.182
-5.899,54.538
-6.042,54.541
-6.666,55.126
-5.970,54.587
-5.648,54.406
-6.258,54.108
-6.657,54.356
-6.414,54.352
-5.994,54.580
-5.947,54.572
-6.338,54.165
-6.513,55.069
-6.524,55.206
-6.655,54.348
-6.094,54.549
-6.611,54.759
-7.281,54.996
-5.834,54.641
-7.289,54.611
-5.951,54.588
-6.343,54.172
-6.340,54.171
-6.405,54.353
-5.924,54.552
-7.319,55.032
-5.920,54.608
-6.017,54.571
-6.208,54.715
-5.941,54.602
-6.919,55.044
-5.837,54.589
-5.970,54.610
-5.921,54.665
-6.668,54.688
-6.329,55.131
-5.891,54.222
-5.702,54.592
-6.665,55.133
-7.330,55.030
-5.839,54.850
-5.899,54.586
-7.763,54.299
-6.396,54.447
-5.935,54.626
-5.719,54.327
-5.945,54.688
-7.289,54.993
-7.609,54.358
-6.145,54.195
-6.025,54.515
-5.930,54.599
-5.934,54.602
-6.391,54.449
-6.308,54.843
-5.916,54.576
-5.894,54.207
-6.661,54.346
-5.966,54.674
-6.253,54.099
-5.926,54.608
-6.700,54.539
-6.361,54.456
-6.700,54.539
-5.961,54.593
-5.997,54.226
-5.991,54.681
-7.369,54.401
-5.965,54.604
-5.754,54.265
-6.711,54.530
-7.294,54.997
-6.326,54.311
-5.702,54.585
-5.930,54.597
-5.935,54.614
-5.991,54.071
-6.455,54.432
-6.048,54.505
-6.604,54.750
-6.478,54.875
-6.604,54.748
-5.478,54.488
-6.366,54.445
-6.580,54.191
-6.028,54.556
-6.077,54.523
-7.322,54.998
-6.603,54.755
-6.264,54.419
-5.815,54.850
-5.963,54.677
-6.048,54.505
-5.828,54.594
-5.933,54.589
-6.876,54.998
-5.929,54.610
-7.309,54.994
-5.934,54.594
-6.272,54.351
-6.011,54.065
-5.932,54.587
-7.320,55.026
-6.272,54.860
-6.353,54.482
-6.718,55.183
-5.872,54.607
-5.666,54.666
-6.445,54.418
-6.663,54.357
-5.952,54.584
-7.306,54.991
-5.924,54.663
-5.703,54.584
-7.445,54.784
-7.324,54.990
-6.052,54.510
-6.511,55.074
-6.061,54.510
-6.209,54.712
-5.928,54.587
-6.705,54.539
-7.326,55.028
-5.792,54.587
-5.966,54.603
-6.525,55.206
-7.312,54.594
-7.569,54.688
-6.343,54.172
-5.939,54.626
-6.653,54.348
-6.947,55.046
-6.334,54.179
-5.672,54.661
-5.896,54.107
-5.657,54.398
-6.486,54.873
-6.058,54.492
-5.998,54.671
-5.910,54.600
-6.214,54.729
-5.893,54.592
-6.286,54.348
-5.927,54.602
-6.286,54.865
-6.299,54.851
-6.666,54.344
-6.008,54.542
-5.942,54.565
-6.276,54.849
-5.957,54.670
-5.943,54.685
-6.351,54.423
-6.327,54.162
-5.703,54.592
-6.663,55.151
-5.949,54.672
-7.356,55.019
-6.659,54.348
-5.920,54.595
-6.351,54.874
-5.761,54.396
-7.631,54.474
-6.218,54.714
-5.547,54.383
-6.041,54.823
-6.649,54.346
-5.812,54.717
-5.932,54.610
-5.949,54.581
-7.244,54.509
-7.329,55.003
-7.326,55.039
-6.011,54.543
-5.927,54.650
-6.545,54.482
-5.488,54.547
-6.654,54.358
-5.926,54.596
-7.326,55.039
-6.654,54.346
-6.226,54.481
-5.923,54.664
-5.755,54.550
-5.833,54.460
-5.983,54.575
-6.347,54.460
-7.304,54.603
-5.908,54.593
-7.267,54.612
-5.990,54.573
-6.334,54.175
-6.293,54.350
-6.048,54.554
-6.314,54.150
-6.057,54.522
-5.986,54.669
-6.333,54.474
-6.279,54.860
-5.988,54.559
-6.209,54.712
-7.299,54.994
-7.028,54.461
-6.283,54.864
-6.285,54.873
-5.984,54.668
-6.719,54.847
-5.655,54.637
-6.057,54.522
-6.300,54.851
-5.921,54.588
-6.328,54.460
-6.023,54.560
-6.328,54.475
-5.939,54.621
-6.269,54.858
-5.953,54.586
-5.968,54.612
-6.043,54.521
-5.692,54.658
-6.187,54.393
-5.954,54.599
-7.332,55.005
-6.162,54.237
-5.755,54.397
-5.926,54.669
-5.918,54.578
-7.330,55.002
-5.938,54.549
-5.863,54.594
-5.932,54.599
-6.005,54.749
-6.214,54.592
-6.219,54.715
-5.759,54.397
-6.066,54.524
-5.909,54.589
-5.934,54.622
-5.935,54.590
-5.926,54.586
-5.810,54.716
-7.330,55.002
-5.930,54.599
-5.932,54.611
-7.311,54.990
-7.321,54.598
-7.322,54.998
-6.694,54.447
-5.895,54.601
-6.209,54.622
-5.714,54.330
-6.179,54.720
-6.218,54.713
-6.334,54.179
-5.920,54.586
-5.983,54.626
-6.673,54.844
-7.292,54.998
-5.981,54.666
-5.942,54.604
-6.616,54.959
-5.528,54.607
-6.268,54.878
-6.276,54.353
-6.150,54.409
-6.150,54.413
-5.936,54.622
-5.895,54.205
-7.280,55.001
-6.340,54.171
-7.314,54.990
-7.298,54.997
-5.872,54.578
-6.280,54.875
-6.258,54.876
-6.522,55.059
-5.907,54.591
-7.304,54.600
-5.985,54.606
-5.918,54.594
-5.874,54.595
-6.334,54.179
-6.773,54.503
-5.720,54.325
-6.253,54.860
-5.438,54.466
-5.989,54.593
-6.944,55.045
-6.301,54.854
-5.894,54.204
-6.660,55.134
-5.939,54.610
-5.909,54.675
-7.479,54.820
-6.660,54.428
-7.328,55.003
-7.347,54.989
-6.678,54.741
-5.955,54.596
-7.455,54.822
-6.174,54.240
-7.299,54.614
-7.304,54.590
-5.923,54.586
-5.797,54.592
-6.273,54.882
-6.340,54.455
-5.926,54.586
-7.122,55.030
-7.329,55.008
-5.674,54.661
-5.938,54.547
-5.921,54.578
-6.029,54.511
-5.865,54.598
-6.057,54.516
-6.663,54.341
-5.690,54.594
-5.953,54.577
-5.888,54.681
-5.672,54.660
-5.961,54.606
-5.935,54.612
-6.341,54.466
-6.214,54.591
-6.745,54.648
-5.912,54.605
-7.289,54.998
-5.710,54.752
-5.657,54.648
-7.356,54.958
-5.488,54.542
-6.305,54.749
-6.335,54.466
-5.890,54.273
