Longitude,Latitude
-6.65994,55.19724
-7.63385,54.47148
-5.94607,54.59901
-6.27423,54.35372
-6.64672,55.12648
-6.50595,55.07578
-6.05175,54.50455
-6.26869,54.35083
-6.65366,54.34589
-6.0122,54.57034
-5.93391,54.59924
