Longitude,Latitude
-6.5134,55.07035
-5.80376,54.65356
-6.04268,54.5109
-6.67704,55.12812
-6.25844,54.11076
-7.63399,54.46921
-5.95758,54.61703
-7.32582,55.01218
-6.33873,54.45991
-6.44298,54.42204
-6.44121,54.42203
-5.82555,54.63777
-5.68527,54.65542
-5.67507,54.59111
-6.02913,54.51874
-7.31972,54.99361
-6.44392,54.41731
-5.86685,54.59509
-6.78403,54.50357
-5.70894,54.32763
-6.00371,54.54871
-5.94728,54.58508
-6.66179,54.34843
-5.95269,54.56994
-7.31452,54.37717
-5.7159,54.3289
-6.01738,54.57155
-5.9828,54.57901
-7.65269,54.34457
-6.33856,54.1782
-5.84671,54.5809
-6.09319,54.51422
-5.71068,54.58636
-6.21029,54.49731
-6.14026,54.69908
-5.93804,54.62559
-6.45284,54.75011
-5.94686,54.5839
-6.33912,54.17535
-6.32359,55.07342
-6.21803,54.71421
-7.32242,55.0265
-5.92419,54.5837
-5.88576,54.52012
-6.27712,54.35822
-5.83432,54.6419
-5.9836,54.75455
-6.65084,55.13626
-5.9559,54.58628
-5.89815,54.5765
-6.60701,54.75539
-6.28815,54.85717
-6.68681,55.13806
-6.74201,54.64763
-6.28909,54.85668
-5.89289,54.40232
-6.74877,54.64433
-5.67973,54.65447
-6.27641,54.35319
-7.4469,54.81829
-5.66849,54.63
-5.7092,54.59706
-5.94973,54.60886
-5.82395,54.85037
-7.32158,54.99764
-5.78966,54.72163
-7.30036,55.01898
-5.85355,54.61969
-5.67618,54.65613
-5.68606,54.63937
-6.41947,54.42249
-6.47869,54.873
-5.97087,54.6246
-6.75245,54.64819
-5.93848,54.428
-5.98669,54.62066
-7.2981,54.61072
-5.91379,54.66485
-5.70798,54.59231
-5.98731,54.59153
-5.92785,54.61089
-7.63907,54.34627
-5.48715,54.54214
-5.92536,54.60114
-5.63628,54.65288
-5.88605,54.58976
-5.66655,54.66463
-5.97852,54.61733
-6.48552,54.87275
-6.94605,55.03937
-5.95133,54.6962
-5.98158,54.59413
-5.93264,54.59165
-5.94534,54.59801
-5.95465,54.59817
-5.94959,54.61515
-5.96858,54.60088
-5.95015,54.62081
-5.90049,54.57717
-5.81292,54.85133
-5.82847,54.63904
-5.88174,54.60103
-5.98381,54.59491
-7.45887,54.26122
-5.53972,54.62901
-5.9252,54.6021
-5.65206,54.40149
-5.98027,54.5773
-6.9418,55.0404
-7.31918,55.01934
-5.92882,54.60039
-5.44342,54.45981
-6.97344,54.41496
-5.98498,54.5751
-7.30874,54.99384
-5.91629,54.65655
-6.01845,54.56326
-5.88825,54.59088
-5.95693,54.66995
-5.91167,54.59642
-6.02323,54.57013
-5.82305,54.72328
-5.96461,54.62319
-5.86905,54.57494
-5.95085,54.61781
-5.56908,54.40766
-6.01297,54.54611
-7.64739,54.3527
-6.33311,54.46052
-6.6617,55.13411
-6.21296,54.7168
-5.9633,54.61144
-5.99134,54.69209
-5.95189,54.56687
-5.69918,54.59338
-5.83285,54.63915
-5.92765,54.60078
-6.28014,54.86007
-6.04796,54.50954
-7.31023,54.9888
-5.91028,54.67672
-6.01017,54.56939
-5.44083,54.4629
-6.28229,54.35427
-5.95353,54.58884
-6.01297,54.54611
-6.65986,55.10999
-6.67844,54.57673
-6.04582,54.55376
-7.13376,54.90858
-5.78434,54.72835
-6.00776,54.57625
-5.72056,54.32791
-5.80151,54.84374
-6.27889,54.86499
-5.94339,54.62563
-6.03827,54.52842
-7.65918,54.34826
-6.33856,54.1782
-6.07864,54.51524
-6.05352,54.50343
-5.92246,54.66323
-6.93245,55.04419
-5.69925,54.59339
-5.71301,54.33044
-5.86166,54.24086
-6.76113,54.50473
-6.21929,54.71458
-5.67038,54.64806
-5.98105,54.66792
-6.77978,54.79327
-6.0047,54.68277
-7.45254,54.83839
-5.67082,54.66185
-6.42138,54.4261
-5.89172,54.40177
-7.6317,54.34443
-5.89958,54.59359
-6.23244,54.73612
-5.98587,54.56194
-7.54547,54.71093
-5.9593,54.61791
-5.93594,54.61134
-5.8854,54.60501
-5.6878,54.5923
-7.30407,54.60253
-5.88952,54.5891
-6.26738,54.35124
-5.93488,54.58944
-6.22281,54.62053
-5.93517,54.58836
-6.02508,54.57084
-7.30201,54.60003
-6.02723,54.57056
-6.70584,55.1741
-5.77776,54.72886
-5.9259,54.66497
-5.8989,54.50754
-6.20909,54.6219
-6.05818,54.49883
-5.83804,54.58272
-5.69864,54.65133
-5.96221,54.59183
-7.32189,54.99924
-6.18722,54.72095
-5.94261,54.61537
-6.33352,54.47239
-5.94259,54.61573
-5.91234,54.67884
-6.05077,54.50644
-6.02499,54.56425
-5.82332,54.76665
-5.85756,54.61376
-5.90551,54.59535
-5.95635,54.68101
-5.54011,54.64425
-5.99355,54.55671
-6.25293,54.12895
-5.8947,54.20499
-5.94799,54.61149
-5.91472,54.6736
-5.8891,54.21963
-7.30036,55.01898
-6.33099,54.17874
-5.63055,54.35536
-5.6733,54.63734
-5.72891,54.36029
-5.92324,54.59601
-5.92632,54.63983
-7.61752,54.34853
-5.94765,54.59863
-6.651,54.34672
-5.94711,54.57858
-6.66448,55.12928
-5.61944,54.67253
-5.93778,54.62573
-7.32592,54.99111
-5.82905,54.45946
-7.33927,55.01339
-6.66985,54.6966
-6.66371,55.15172
-5.69992,54.58794
-7.32845,55.00726
-6.26522,54.87693
-5.94045,54.64102
-5.98704,54.62831
-5.70652,54.59506
-5.53019,54.60582
-7.32612,54.99623
-5.9485,54.61739
-5.70857,54.64848
-5.94655,54.63124
-6.55718,54.37429
-6.33172,54.17843
-5.81957,54.86629
-5.99398,54.58049
-5.94785,54.59889
-6.00527,54.75818
-6.3468,54.8908
-6.32106,54.86028
-5.89141,54.20886
-6.74573,54.65049
-7.40135,54.85031
-5.52632,54.6029
-7.61472,54.34814
-5.94224,54.61787
-5.78738,54.59249
-5.80524,54.85318
-6.22325,54.70883
-6.30525,54.86078
-5.91027,54.59119
-5.96181,54.59033
-5.89566,54.59062
-7.44378,54.24837
-5.9847,54.62739
-6.2162,54.72063
-5.94134,54.60802
-5.97087,54.6246
-7.77366,54.40234
-5.90491,54.54973
-5.93161,54.59139
-5.81098,54.59348
-7.35078,55.01139
-7.2644,54.60612
-5.84945,54.36604
-5.94382,54.61481
-6.51368,55.07007
-5.90636,54.67602
-7.16188,54.41669
-5.67054,54.65944
-6.67857,54.84806
-6.41309,54.3516
-5.95207,54.6936
-6.92583,54.92796
-5.9314,54.62335
-5.99674,54.56952
-5.96668,54.61726
-6.28188,54.35469
-6.0275,54.52247
-7.2445,54.95997
-6.00007,54.56087
-6.31271,54.45792
-7.33014,55.03307
-7.6386,54.36218
-5.95698,54.67091
-5.71057,54.75303
-5.92536,54.60114
-5.93307,54.59109
-5.6419,54.64895
-7.5874,54.35842
-5.78148,54.72708
-6.54593,54.48227
-6.43815,54.42569
-5.96812,54.61583
-7.32237,55.00149
-6.16117,54.23808
-5.94061,54.60081
-7.15698,54.91479
-5.84031,54.71225
-5.68119,54.59534
-5.54502,54.38095
-6.33778,54.17868
-5.90432,54.58808
-5.67143,54.5924
-5.93041,54.58949
-5.98636,54.59563
-5.92629,54.57242
-5.92187,54.61154
-5.93803,54.61569
-5.93307,54.59109
-7.31025,54.995
-5.94382,54.61481
-6.29496,54.46186
-5.94581,54.58866
-5.69992,54.59557
-6.33532,54.46348
-5.89685,54.58802
-6.00311,54.57366
-7.31337,54.37704
-5.92636,54.58422
-6.71069,54.52951
-6.27538,54.86804
-6.32802,54.4602
-6.00683,54.06307
-7.33689,54.98133
-5.8891,54.21963
-5.93154,54.59643
-6.02408,54.06651
-6.08383,54.46215
-6.25632,54.10286
-5.66408,54.63851
-5.87441,54.57857
-5.93413,54.26039
-5.95439,54.61346
-5.63801,54.65044
-5.95996,54.63595
-6.74408,54.63191
-5.6865,54.59427
-6.06076,54.50073
-7.33673,55.02634
-5.94628,54.61012
-5.79269,54.72352
-6.44986,54.41994
-5.91878,54.59448
-6.66134,54.64916
-6.14455,54.41783
-5.93995,54.58122
-5.9271,54.60194
-6.21338,54.71966
-5.93375,54.58162
-7.33014,55.02952
-6.33962,54.17662
-5.95643,54.59686
-6.33965,54.4692
-5.94239,54.58967
-5.9557,54.61882
-7.32857,55.00898
-5.69953,54.60132
-6.65913,54.34232
-5.918,54.5944
-5.79841,54.59284
-5.69701,54.59393
-5.97179,54.5911
-7.46145,54.81905
-5.97035,54.67636
-5.94658,54.61561
-5.52868,54.60979
-5.96809,54.59022
-6.02912,54.57959
-6.0267,54.55125
-7.32177,55.0187
-5.93163,54.57328
-5.69925,54.59339
-5.85355,54.61969
-5.74196,54.54921
-5.66658,54.63086
-5.81813,54.64213
-5.91246,54.56747
-6.73835,54.63984
-5.92822,54.60879
-5.49156,54.54026
-6.02407,54.55788
-5.97814,54.58037
-7.33689,54.98133
-6.76593,54.50988
-5.81445,54.71269
-5.52877,54.609
-5.69514,54.59631
-5.95185,54.57403
-5.70012,54.595
-6.01401,54.55778
-5.99009,54.5696
-6.6219,54.85393
-7.63061,54.34048
-6.17834,54.89885
-6.26869,54.35083
-5.69953,54.60132
-6.03135,54.55087
-5.9337,54.6235
-5.92736,54.5862
-6.34556,54.17712
-7.3542,55.01423
-6.45545,54.43225
-6.60854,54.75626
-5.8494,54.61784
-5.95969,54.62091
-7.34389,54.99775
-5.81445,54.71269
-5.78086,54.72958
-5.95704,54.59866
-5.97931,54.58433
-7.4622,54.82502
-6.02558,54.51959
-5.9252,54.6021
-6.32295,54.47206
-5.8171,54.85157
-5.94828,54.61379
-7.45732,54.38147
-5.93172,54.60259
-7.30336,54.58966
-7.38475,54.71576
-5.99244,54.59661
-5.98906,54.59112
-6.60854,54.75626
-6.07034,54.75953
-5.93104,54.61237
-6.26823,54.34604
-6.3728,54.44346
-5.93098,54.60416
-5.937,54.58953
-5.9325,54.598
-6.31142,54.46218
-5.84533,54.63405
-5.7036,54.581
-5.94382,54.61481
-5.66116,54.59324
-5.9334,54.59797
-5.93543,54.59512
-5.92837,54.60152
-6.04284,54.51141
-7.3218,54.99545
-7.29417,54.99866
-7.3185,54.99358
-5.93162,54.59847
-6.2518,54.8597
-5.80292,54.59298
-5.95969,54.62091
-6.11515,54.75255
-7.63995,54.34575
-5.91782,54.67509
-5.90887,54.68877
-5.93699,54.61021
-7.16435,54.415
-5.96993,54.62542
-6.76262,54.5654
-6.00413,54.55099
-6.34483,54.8872
-5.97527,54.6037
-6.04654,54.51028
-7.45311,54.51605
-5.96266,54.61778
-6.65695,55.14487
-5.65744,54.64777
-5.93091,54.58782
-5.96266,54.61778
-7.37964,54.71851
-5.61987,54.67266
-5.92798,54.58212
-5.96295,54.62034
-5.52742,54.60724
-5.93015,54.59725
-5.88895,54.60195
-5.92478,54.58282
-6.61319,54.75362
-6.70526,55.17315
-5.93015,54.59725
-5.79576,54.5998
-5.67768,54.60869
-5.92111,54.58763
-5.82395,54.85037
-6.74863,54.65353
-5.9259,54.66497
-5.95234,54.6139
-5.98426,54.60555
-5.93523,54.61097
-5.95325,54.57706
-6.16971,54.23162
-5.94658,54.61561
-5.97113,54.67936
-5.89936,54.56424
-7.32592,54.99111
-6.39455,54.45077
-6.65327,54.34778
-7.31838,54.9786
-5.95492,54.66894
-7.32542,54.9987
-7.31416,55.02543
-6.33541,54.17112
-5.67181,54.65904
-5.93356,54.59418
-5.81019,54.71454
-6.18276,54.7189
-5.88876,54.59697
-5.93033,54.59919
-6.05077,54.50644
-6.02648,54.56659
-6.74573,54.65049
-6.00776,54.57625
-7.31176,55.02615
-6.25745,54.417
-6.33966,54.19404
-6.61192,54.75359
-6.94843,55.1202
-5.93803,54.61569
-5.90138,54.59014
-7.28982,55.00078
-7.31472,55.01378
-5.69384,54.60512
-5.92855,54.6001
-5.69653,54.59668
-5.76435,54.44839
-6.55323,54.77791
-5.92855,54.6001
-6.00413,54.55099
-7.6293,54.34097
-5.63677,54.66069
-6.67286,55.08936
-5.85922,54.62344
-5.89448,54.51392
-6.09755,54.4985
-5.67181,54.65904
-5.8865,54.58372
-5.93866,54.63308
-6.04654,54.51028
-5.78745,54.5874
-6.35275,54.18354
-5.97867,54.62905
-5.93031,54.59853
-6.04368,54.51096
-6.68313,55.12363
-6.52567,54.87184
-5.63191,54.65622
-5.84333,54.85632
-5.79611,54.59805
-5.67262,54.64923
-6.7609,55.03443
-5.47708,54.49988
-6.2942,54.46165
-5.95269,54.56994
-6.32971,54.45157
-7.478,54.78812
-5.95249,54.59125
-6.27862,54.88299
-5.93237,54.61332
-5.94085,54.61737
-5.95952,54.57326
-5.93482,54.61519
-5.93402,54.58638
-5.52993,54.60554
-6.0399,54.55896
-6.66095,55.14838
-6.74032,54.62579
-7.33232,55.00546
-6.0198,54.54208
-5.89985,54.59998
-5.95937,54.59821
-5.94607,54.59901
-5.46486,54.44068
-5.95994,54.62387
-5.81253,54.85192
-6.3599,54.19446
-5.92651,54.59706
-5.87432,54.60967
-6.07532,54.52282
-6.25116,54.86109
-5.92391,54.61099
-6.33856,54.1782
-7.3553,54.17199
-6.2634,54.85853
-6.34469,54.90098
-5.96415,54.59161
-6.96182,54.65
-5.92765,54.59878
-5.93441,54.59457
-5.97087,54.6246
-6.24966,54.34643
-6.34298,54.17188
-5.88522,54.59146
-5.94061,54.60081
-5.92632,54.61367
-5.98616,54.55704
-5.90224,54.54415
-6.44732,54.42461
-5.83537,54.59325
-5.93033,54.59919
-6.26221,54.88007
-7.28915,54.98843
-5.8994,54.58903
-5.82395,54.85037
-5.70117,54.65327
-6.66721,55.1273
-6.44732,54.42461
-7.31426,54.37659
-6.52392,54.30134
-5.90739,54.58482
-7.72225,54.52269
-6.57786,54.06966
-6.74175,54.64853
-6.09773,54.50161
-6.02068,54.57171
-5.93278,54.58754
-7.2534,54.76887
-5.90616,54.57365
-7.63552,54.35582
-5.92585,54.61437
-6.07761,54.51812
-6.44853,54.43099
-6.52247,55.05946
-6.70526,55.17315
-6.35815,54.16559
-6.70526,55.17315
-5.95597,54.61362
-5.86966,54.59622
-5.63664,54.66721
-5.89225,54.5287
-6.74327,54.64005
-6.27798,54.34361
-5.91703,54.59693
-5.65625,54.63856
-7.64143,54.34637
-7.31725,54.59437
-5.93488,54.58944
-7.33808,55.00701
-7.308,54.61254
-6.54751,54.34047
-6.28229,54.35427
-7.308,54.61254
-7.13376,54.90858
-5.91323,54.60386
-6.32138,54.75748
-5.7938,54.72823
-7.30588,54.59932
-6.3578,54.3724
-5.86377,54.84375
-6.01455,54.56712
-5.91428,54.67853
-5.90073,54.4092
-5.92324,54.59601
-6.18276,54.7189
-7.31061,54.99217
-5.94958,54.58359
-7.2981,54.61072
-5.88053,54.58114
-6.26437,54.85791
-6.33406,54.46
-7.31337,54.37704
-6.27585,54.86643
-5.81584,54.59436
-6.36614,54.85193
-5.92324,54.59601
-5.9252,54.6021
-6.66478,54.36482
-5.93974,54.61633
-5.93365,54.59511
-5.99707,54.57515
-5.94048,54.58089
-6.22137,54.71521
-6.34057,54.17229
-6.33917,54.46551
-7.31933,55.00666
-7.3218,54.99545
-5.81181,54.72514
-5.96342,54.67735
-7.2796,54.60939
-5.66629,54.66354
-6.34413,54.17331
-5.71399,54.32922
-5.92766,54.63056
-6.2922,54.37604
-5.93124,54.59723
-5.95698,54.67091
-6.34267,54.4624
-5.92864,54.59273
-5.89137,54.58769
-6.01542,54.55623
-7.48652,54.81848
-5.81253,54.85192
-5.98595,54.57378
-6.44637,54.41921
-5.94795,54.69658
-6.25599,54.10198
-5.9324,54.58675
-6.2566,54.35376
-5.94412,54.61422
-6.42138,54.4261
-5.9559,54.58628
-5.69831,54.65062
-7.32071,55.01754
-7.30703,54.9959
-6.71841,55.18302
-5.87432,54.60967
-7.27768,55.04416
-5.83717,54.86114
-7.30216,54.6006
-6.63861,55.19936
-5.90491,54.54973
-7.32639,55.03658
-6.60854,54.75626
-5.69699,54.6505
-5.83887,54.85933
-6.65963,55.13887
-5.81445,54.71269
-6.8641,54.91444
-7.32189,54.99924
-6.51467,55.08046
-6.45668,54.43221
-5.86414,54.69499
-5.67054,54.65944
-6.51137,55.07389
-5.90153,54.59547
-6.05746,54.50244
-5.9449,54.61543
-5.82905,54.45946
-5.69925,54.59339
-6.92758,55.04244
-5.65098,54.40097
-5.94261,54.61537
-7.31023,54.9888
-7.57734,54.68403
-6.02822,54.54777
-6.01456,54.56597
-5.90388,54.5545
-6.65358,55.20802
-7.35517,55.01438
-6.02407,54.55788
-5.95693,54.66995
-6.04973,54.76302
-5.71092,54.33158
-7.34966,55.01477
-6.21815,54.62089
-7.34159,54.9768
-6.02499,54.56425
-6.05847,54.514
-7.32158,54.99764
-5.853,54.6171
-5.63549,54.66153
-5.9508,54.61594
-5.90523,54.59474
-5.66664,54.58983
-5.92837,54.60152
-5.67181,54.65904
-5.94658,54.61561
-6.32271,54.75634
-5.96742,54.55935
-5.63553,54.64891
-6.21815,54.62089
-5.54129,54.62861
-5.93161,54.59139
-5.46486,54.44068
-7.2815,55.00467
-5.95659,54.61533
-5.92467,54.59394
-7.17568,55.02982
-6.21669,54.72272
-7.17802,55.02682
-5.94382,54.61481
-5.88054,54.58865
-5.96168,54.63058
-6.94922,55.05307
-5.79317,54.50281
-5.92324,54.2273
-5.94061,54.60081
-5.52911,54.6077
-6.16481,54.23786
-6.22137,54.71521
-5.89765,54.57787
-6.2166,54.62057
-5.93346,54.59336
-7.33014,55.02952
-6.67518,54.53432
-6.60546,54.75118
-6.7738,54.50342
-5.92509,54.65
-5.91323,54.60386
-5.93688,54.68633
-5.93899,54.60643
-6.74477,54.64451
-6.65229,54.34575
-6.26869,54.35083
-6.771,54.50569
-5.98078,54.57667
-6.64561,54.3471
-5.82395,54.85037
-5.95555,54.59573
-5.96983,54.61801
-6.46165,54.41244
-6.4232,54.35833
-6.34172,54.46262
-5.89633,54.58793
-6.6738,55.12342
-7.47468,54.82119
-5.9252,54.6021
-6.24854,54.09955
-5.88796,54.21423
-5.84503,54.86135
-6.07269,54.50912
-5.93415,54.57925
-5.92641,54.60118
-6.41363,54.35205
-6.7496,54.65131
-6.03594,54.50852
-5.93943,54.58189
-6.74476,54.64444
-6.47221,54.87346
-7.30829,54.5964
-6.55224,54.95224
-6.74477,54.64451
-6.33956,54.18068
-5.82064,54.51557
-6.75579,54.63428
-6.45513,54.42145
-6.39739,54.19013
-6.76846,54.50354
-6.65367,55.18708
-5.95925,54.6118
-7.44767,54.24504
-6.26738,54.35124
-5.89649,54.59198
-7.29709,54.60082
-6.61671,54.53601
-6.76939,54.5022
-6.65523,54.35148
-6.28133,54.86518
-5.95565,54.60694
-6.02847,54.55288
-5.88548,54.60256
-6.61104,54.75651
-6.27093,54.84602
-6.27651,54.3651
-6.28056,54.86597
-6.74498,54.64588
-5.7069,54.59141
-5.91826,54.57981
-5.90148,54.59725
-5.92769,54.59701
-6.64654,55.13522
-6.34626,54.88954
-5.86361,54.57743
-7.2655,55.03486
-7.29419,54.98648
-5.90836,54.59009
-5.92474,54.6148
-6.60546,54.75118
-7.30067,54.60437
-6.04977,54.51073
-7.46035,54.29404
-5.89352,54.20688
-5.9252,54.6021
-5.92224,54.5809
-5.69162,54.65284
-6.6617,55.13411
-7.64852,54.3522
-5.95808,54.58679
-5.66849,54.63
-5.97376,54.67521
-5.97084,54.6733
-5.50706,54.48703
-5.66357,54.6634
-5.8228,54.85068
-5.53503,54.64263
-7.36106,55.01364
-5.9977,54.54848
-5.94174,54.60404
-6.71844,54.61686
-5.96855,54.63442
-5.44867,54.45836
-6.45443,54.41313
-7.26848,55.04736
-6.67508,54.85072
-6.27192,54.88268
-6.18291,54.70663
-6.08703,54.76153
-5.88866,54.59598
-5.90443,54.59443
-5.90836,54.59009
-5.92141,54.58839
-5.93688,54.68633
-5.95281,54.68622
-7.54547,54.71093
-7.54547,54.71093
-6.05361,54.49602
-5.94093,54.60791
-6.66326,55.14923
-5.92213,54.60236
-5.92638,54.59571
-5.96105,54.69147
-5.93031,54.59853
-5.84746,54.27896
-5.52868,54.60979
-5.90587,54.5895
-6.31728,54.45817
-5.93354,54.60194
-5.70165,54.59723
-7.31933,55.00666
-6.34673,54.45597
-6.02684,54.51719
-5.67357,54.64804
-6.00546,54.57083
-5.93098,54.60416
-5.97003,54.62897
-5.95617,54.68146
-5.99797,54.58075
-6.0047,54.68277
-5.79739,54.59419
-7.31963,55.00768
-5.8902,54.21361
-6.27285,54.86815
-5.89099,54.40334
-6.34547,54.17658
-6.07935,54.52339
-7.64143,54.34637
-5.97376,54.67521
-5.90155,54.2236
-6.33778,54.17868
-5.80222,54.71819
-6.34057,54.17229
-5.97353,54.62927
-6.0882,54.7426
-5.9314,54.62335
-7.30036,55.01898
-5.94534,54.59801
-6.0454,54.51109
-5.83396,54.64078
-6.34229,54.17344
-5.54448,54.63962
-6.33887,54.18087
-6.03308,54.51016
-5.93162,54.59847
-6.27889,54.86499
-6.02355,54.55656
-6.21519,54.62046
-5.95185,54.57403
-5.98029,54.56205
-7.31025,54.995
-6.76593,54.50988
-6.04374,54.51256
-5.93488,54.58944
-5.70056,54.59979
-6.65903,54.34611
-6.65254,55.20619
-6.29906,54.43251
-6.31757,54.4507
-7.1792,55.02666
-5.94945,54.58894
-7.64852,54.3522
-5.90846,54.68619
-6.01339,54.56968
-6.28188,54.35469
-5.69478,54.64863
-5.89506,54.59264
-5.67162,54.66086
-7.20689,54.62265
-5.81098,54.59348
-5.92258,54.66899
-5.93429,54.60017
-6.4058,55.01211
-7.51302,54.70649
-7.31888,54.99428
-5.95681,54.62881
-6.74112,54.55515
-7.36106,55.01364
-6.27142,54.86917
-6.27142,54.86917
-6.27906,54.86425
-5.91025,54.5964
-7.32667,54.99474
-5.6626,54.66454
-5.7932,54.72447
-5.93085,54.60181
-5.90327,54.59924
-5.92641,54.60118
-7.31368,54.59346
-6.27277,54.35156
-6.69224,55.14028
-5.80984,54.64418
-6.48515,54.22173
-6.20951,54.80535
-5.97738,54.59981
-6.29926,54.31161
-6.27907,54.34368
-6.00987,54.75247
-5.92429,54.64689
-6.34728,54.1862
-6.27993,54.34372
-6.21043,54.62323
-7.31328,54.61194
-6.33203,54.45093
-6.34661,54.8853
-5.97436,54.622
-5.89364,54.22291
-7.33495,54.99022
-5.90739,54.58482
-6.03361,54.56409
-5.81833,54.59383
-6.34815,54.18708
-5.88325,54.60557
-6.37266,54.44618
-6.25099,55.20057
-6.01626,54.57713
-5.96087,54.59102
-6.26919,54.85683
-7.33216,55.02852
-5.98124,54.58246
-6.27762,54.35366
-6.39584,54.18978
-5.8878,54.2187
-7.45878,54.51273
-5.99443,54.57406
-5.95079,54.59861
-6.01542,54.55623
-6.02847,54.55288
-5.97749,54.66833
-6.28188,54.35469
-6.69091,55.14177
-6.05397,54.50949
-5.71249,54.7597
-6.44679,54.42169
-5.95474,54.55914
-6.3322,54.4623
-5.69925,54.59339
-5.91306,54.67809
-5.92735,54.58573
-5.9179,54.60751
-7.35269,55.01293
-6.59689,54.75222
-7.31798,54.99594
-7.28149,55.00839
-5.95249,54.59125
-6.1831,54.07466
-5.9559,54.58628
-7.32083,54.99744
-5.9268,54.59896
-6.02373,54.56463
-5.78524,54.73783
-6.03195,54.52851
-5.66512,54.65988
-7.6381,54.34432
-7.31798,54.99594
-5.92324,54.59601
-6.03756,54.52752
-5.94055,54.6078
-5.95495,54.62209
-5.9325,54.598
-5.82968,54.45538
-5.91612,54.57908
-5.94278,54.58509
-5.95317,54.56322
-5.95184,54.57888
-5.93045,54.59942
-6.04536,54.51009
-5.92322,54.57026
-5.95044,54.58
-5.93479,54.57932
-7.29371,54.99441
-6.14108,54.19661
-6.04368,54.51096
-6.0521,54.51183
-7.3528,55.01457
-5.9986,54.74844
-5.93614,54.6255
-5.66258,54.59712
-5.78809,54.55476
-6.19421,54.56985
-6.28335,54.3351
-5.97653,54.57601
-7.26645,55.03125
-5.94631,54.58777
-6.00572,54.56813
-6.03208,54.57804
-6.35127,54.17139
-5.68146,54.60804
-5.9605,54.62261
-5.94438,54.63158
-5.89129,54.21461
-7.62253,54.35175
-6.02825,54.56012
-5.7077,54.32786
-6.00963,54.57198
-5.92805,54.58314
-5.92087,54.57566
-5.94886,54.60645
-6.27235,54.84757
-6.34737,54.18651
-5.94693,54.58332
-5.9179,54.60751
-6.27235,54.84757
-5.98677,54.57724
-5.92428,54.57646
-5.91891,54.57597
-6.23788,54.10234
-5.88806,54.5914
-6.01504,54.55517
-5.99244,54.5737
-5.92269,54.57603
-5.96248,54.59175
-7.3381,54.73215
-7.64977,54.3462
-6.24099,54.10257
-6.67346,54.84241
-5.84107,54.8543
-6.08712,54.47789
-6.69597,54.44744
-6.34432,54.46901
-7.3218,54.99545
-7.31759,55.03545
-7.30782,54.98242
-5.98623,54.59379
-6.0681,54.52843
-5.95801,54.57367
-6.44779,54.42407
-6.35947,54.37352
-5.97534,54.59295
-6.33986,54.16478
-6.00196,54.56426
-5.92486,54.66517
-5.91733,54.57588
-5.9178,54.57457
-7.61863,54.68588
-5.67162,54.66086
-5.91839,54.57736
-5.98589,54.58393
-6.4583,54.42903
-5.93913,54.57973
-6.02825,54.56012
-5.71157,54.31632
-5.69356,54.59259
-6.25339,54.10076
-5.88375,54.60463
-7.326,55.00058
-6.28315,54.86471
-6.03034,54.50555
-5.70059,54.32609
-5.70262,54.31297
-6.02751,54.54326
-5.93664,54.59192
-7.34868,54.99779
-5.91167,54.59642
-5.96067,54.67915
-5.78273,54.7309
-5.91843,54.57674
-5.95355,54.58801
-6.47998,54.8756
-5.92185,54.62627
-6.34713,54.47472
-5.92822,54.60879
-6.43081,54.37048
-5.99568,54.56718
-6.44382,54.41877
-6.51815,54.2851
-6.69475,54.54055
-6.34175,54.17692
-5.89942,54.55408
-6.33359,54.4631
-5.89371,54.58707
-5.98513,54.58517
-7.12637,54.42818
-6.36867,54.44654
-5.70165,54.59723
-5.68867,54.64188
-5.95723,54.59547
-7.65002,54.47428
-5.91847,54.57747
-6.75302,55.09336
-5.89795,54.55336
-6.70263,55.10235
-5.95081,54.6171
-5.94596,54.63067
-5.92365,54.65961
-7.32189,54.99924
-5.89663,54.57515
-6.44504,54.41849
,
-5.84202,54.63476
-6.35768,54.18617
-5.71295,54.33768
-6.21436,54.71368
-6.32996,54.47658
-7.12637,54.42818
-7.34491,54.99659
-5.91735,54.57524
-7.28487,54.61501
-6.58078,54.3152
-7.16201,54.4163
-5.91952,54.57798
-6.28865,54.34886
-6.22046,54.37107
-6.70735,54.62638
-5.9259,54.6483
-5.8092,54.82746
-5.9664,54.69047
,
-5.97451,54.6049
-7.59107,54.71444
-6.18858,54.71021
-6.40987,54.18459
-7.33375,55.00026
-7.63818,54.35468
-5.97446,54.62314
-6.62793,54.33583
-6.50704,55.0222
-6.33192,54.46501
-5.94165,54.64011
-6.23752,54.47389
-5.97539,54.5913
-5.94258,54.62955
-6.01808,54.5653
-5.92928,54.60982
-5.90265,54.59277
-5.88443,54.60396
-6.04038,54.42108
-5.93707,54.58559
-5.92763,54.60762
-7.65498,54.34598
-5.92249,54.57757
-5.69072,54.47242
-6.28894,54.18206
-5.86652,54.59404
-5.90022,54.55852
-5.93685,54.62587
-7.63399,54.46921
-6.46874,54.42124
-7.31812,54.99313
-6.30794,55.07186
-5.87359,54.60438
-7.3397,55.02991
-6.11726,54.49883
-5.89364,54.22291
-5.93205,54.65211
-6.71869,55.18894
-5.70996,54.3269
-6.79594,54.22428
,
-5.92269,54.57603
-7.02512,54.89346
-5.95051,54.59136
-6.80525,54.78428
-6.41607,55.00625
-6.45101,54.08081
-6.35645,54.18625
-5.94181,54.5653
,
-6.26374,54.3473
-6.12241,54.61297
-7.32189,54.99924
-7.62255,54.3549
-6.47903,54.11188
-5.96647,54.67141
